,part_number,description_x,qty,unit,location,tracking,expiration,lot,available_x,data_available,data_available_flag,part,description_y,uom,onhand,allocated,notavailable,dropship,available_y,onorder,committed,short,Commited_flag
429,PS#10175,Maxï¿½ Earplugs - Corded 100 pairs/box,3.00,ea,Quarantine Equipment,,,,1,0,0,PS#10175,Maxï¿½ Earplugs - Corded 100 pairs/box,ea,13.00,0.00,0.00,0.0,13.00,0.00,0.00,0.00,0
430,PS#10176,1 gram Silica gel desiccants,6.00,ea,Warehouse Floor,,,,1,0,0,PS#10176,1 gram Silica gel desiccants,ea,"35,526.00","72,839.00",0.00,0.0,0.00,5.00,0.00,"37,313.00",0
431,PS#10176,1 gram Silica gel desiccants,"35,520.00",ea,Stock Bin # C38,,,,1,0,0,PS#10176,1 gram Silica gel desiccants,ea,"35,526.00","72,839.00",0.00,0.0,0.00,5.00,0.00,"37,313.00",0
432,PS#10177,.625cc Natural short handle scoop,"3,220.00",ea,Stock Bin # C32,"Lot#: 19401
",,"19401
",1,0,0,PS#10177,.625cc Natural short handle scoop,ea,"3,220.00",0.00,0.00,0.0,"3,220.00",0.00,0.00,0.00,0
433,PS#10178,.05x66x500M Clear w/vertical perf rollstock,1.00,ea,Stock Bin # B34,"Lot#: 10-04-2021
",,"10-04-2021
",1,0,0,PS#10178,.05x66x500M Clear w/vertical perf rollstock,ea,2.00,"6,416.00",0.00,0.0,0.00,0.00,0.00,"6,414.00",0
434,PS#10179,".05x67x500M Clear with black print ""S4YP"" & Vert. Perforation",4.00,ea,Quarantine Packaging Materials,"Lot#: 10192
",,"10192
",1,0,0,PS#10179,".05x67x500M Clear with black print ""S4YP"" & Vert. Perforation",ea,4.00,0.00,4.00,0.0,0.00,0.00,0.00,0.00,0
435,PS#10180,Make-Up 750ml (V719-D),1.00,ea,Warehouse Floor,,,,1,0,0,PS#10180,Make-Up 750ml (V719-D),ea,1.00,0.00,0.00,0.0,1.00,4.00,0.00,0.00,0
436,PS#10181,"Ink, Violet 750ml (V415-D)",12.00,ea,Warehouse Floor,,,,1,0,0,PS#10181,"Ink, Violet 750ml (V415-D)",ea,12.00,0.00,0.00,0.0,12.00,0.00,0.00,0.00,0
437,PS#10183,100cc Blue PET Bottle 38-400,580.00,ea,Stock Bin # C7,,,,1,0,0,PS#10183,100cc Blue PET Bottle 38-400,ea,580.00,0.00,0.00,0.0,580.00,0.00,0.00,0.00,0
438,PS#10184,38-400 Blue Ribbed Lid - Pressure Sensitive Liner (Custom Lid),"1,261.00",ea,Stock Bin # C28,,,,1,0,0,PS#10184,38-400 Blue Ribbed Lid - Pressure Sensitive Liner (Custom Lid),ea,"1,261.00",0.00,0.00,0.0,"1,261.00",0.00,0.00,0.00,0
439,PS#10185,BERRY - 250cc White HDPE bottle 45-400,"11,165.00",ea,Stock Bin # B24,"Lot#: C83559430
",,"C83559430
",1,0,0,PS#10185,BERRY - 250cc White HDPE bottle 45-400,ea,"15,063.00","22,000.00",0.00,0.0,0.00,0.00,0.00,"6,937.00",0
440,PS#10185,BERRY - 250cc White HDPE bottle 45-400,385.00,ea,Stock Bin # B15,"Lot#: 19-16192
",,"19-16192
",1,0,0,PS#10185,BERRY - 250cc White HDPE bottle 45-400,ea,"15,063.00","22,000.00",0.00,0.0,0.00,0.00,0.00,"6,937.00",0
441,PS#10185,BERRY - 250cc White HDPE bottle 45-400,"2,715.00",ea,Stock Bin # B15,"Lot#: 21-20188
",,"21-20188
",1,0,0,PS#10185,BERRY - 250cc White HDPE bottle 45-400,ea,"15,063.00","22,000.00",0.00,0.0,0.00,0.00,0.00,"6,937.00",0
442,PS#10188,MRP-45-400 White Smooth Lid - Pressure Sensitive Liner,"1,265.00",ea,Stock Bin # C28,"Lot#: 201810506732
",,"201810506732
",1,0,0,PS#10188,MRP-45-400 White Smooth Lid - Pressure Sensitive Liner,ea,"1,265.00",0.00,0.00,0.0,"1,265.00",0.00,0.00,0.00,0
443,PS#10190,"2 X 3"" RED QUARANTNE PRINTED LABELS","7,000.00",ea,Warehouse Floor,,,,1,0,0,PS#10190,"2 X 3"" RED QUARANTNE PRINTED LABELS",ea,"7,000.00",0.00,0.00,0.0,"7,000.00",0.00,0.00,0.00,0
444,PS#10191,"38-400 Black lid, smooth sides, pressure sensitive liner",415.00,ea,Stock Bin # C28,"Lot#: 201808499323
",,"201808499323
",1,0,0,PS#10191,"38-400 Black lid, smooth sides, pressure sensitive liner",ea,"1,515.00",0.00,0.00,0.0,"1,515.00",0.00,0.00,0.00,0
445,PS#10191,"38-400 Black lid, smooth sides, pressure sensitive liner","1,100.00",ea,Stock Bin # C28,"Lot#: 20190553177
",,"20190553177
",1,0,0,PS#10191,"38-400 Black lid, smooth sides, pressure sensitive liner",ea,"1,515.00",0.00,0.00,0.0,"1,515.00",0.00,0.00,0.00,0
446,PS#10192,.05x77x500M Clear w/vertical perf rollstock,6.00,ea,Stock Bin # B38,,,,1,0,0,PS#10192,.05x77x500M Clear w/vertical perf rollstock,ea,10.00,1.00,0.00,0.0,9.00,0.00,0.00,0.00,0
447,PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),218.00,ea,Stock Bin # C5,"Lot#: 12685213
",,"12685213
",1,0,0,PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),ea,"1,833.00",0.00,0.00,0.0,"1,833.00",0.00,0.00,0.00,0
448,PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),250.00,ea,Stock Bin # C5,"Lot#: 11248179
",,"11248179
",1,0,0,PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),ea,"1,833.00",0.00,0.00,0.0,"1,833.00",0.00,0.00,0.00,0
449,PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),230.00,ea,Stock Bin # C5,"Lot#: 12478688
",,"12478688
",1,0,0,PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),ea,"1,833.00",0.00,0.00,0.0,"1,833.00",0.00,0.00,0.00,0
450,PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),287.00,ea,Stock Bin # C5,"Lot#: 10306569
",,"10306569
",1,0,0,PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),ea,"1,833.00",0.00,0.00,0.0,"1,833.00",0.00,0.00,0.00,0
451,PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),277.00,ea,Stock Bin # C5,"Lot#: 11807990
",,"11807990
",1,0,0,PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),ea,"1,833.00",0.00,0.00,0.0,"1,833.00",0.00,0.00,0.00,0
452,PS#10198,300cc Black PET W/M Packer 45/400,"3,120.00",ea,Stock Bin # C11,"Lot#: F190541
",,"F190541
",1,0,0,PS#10198,300cc Black PET W/M Packer 45/400,ea,"9,652.00",0.00,0.00,0.0,"9,652.00",0.00,0.00,0.00,0
453,PS#10198,300cc Black PET W/M Packer 45/400,240.00,ea,Stock Bin # B13,"Lot#: WE103021
",,"WE103021
",1,0,0,PS#10198,300cc Black PET W/M Packer 45/400,ea,"9,652.00",0.00,0.00,0.0,"9,652.00",0.00,0.00,0.00,0
454,PS#10198,300cc Black PET W/M Packer 45/400,52.00,ea,Stock Bin # B13,"Lot#: U073022
",,"U073022
",1,0,0,PS#10198,300cc Black PET W/M Packer 45/400,ea,"9,652.00",0.00,0.00,0.0,"9,652.00",0.00,0.00,0.00,0
455,PS#10198,300cc Black PET W/M Packer 45/400,"6,000.00",ea,Stock Bin # B13,"Lot#: F190541
",,"F190541
",1,0,0,PS#10198,300cc Black PET W/M Packer 45/400,ea,"9,652.00",0.00,0.00,0.0,"9,652.00",0.00,0.00,0.00,0
456,PS#10198,300cc Black PET W/M Packer 45/400,240.00,ea,Stock Bin # B13,"Lot#: U053027
",,"U053027
",1,0,0,PS#10198,300cc Black PET W/M Packer 45/400,ea,"9,652.00",0.00,0.00,0.0,"9,652.00",0.00,0.00,0.00,0
457,PS#10199,Hair and Beard Net Combo - white,2.00,ea,Stock Bin # B36,,,,1,0,0,PS#10199,Hair and Beard Net Combo - white,ea,22.00,0.00,0.00,0.0,22.00,0.00,0.00,0.00,0
458,PS#10199,Hair and Beard Net Combo - white,20.00,ea,Warehouse Floor,,,,1,0,0,PS#10199,Hair and Beard Net Combo - white,ea,22.00,0.00,0.00,0.0,22.00,0.00,0.00,0.00,0
459,PS#10201,"Pink 3 X 5"" HOLD Slip - Blending Dept 1000/Roll","8,000.00",ea,Warehouse Floor,,,,1,0,0,PS#10201,"Pink 3 X 5"" HOLD Slip - Blending Dept 1000/Roll",ea,"8,000.00",0.00,0.00,0.0,"8,000.00","3,000.00",0.00,0.00,0
460,PS#10202,"Yellow 3 X 5"" HOLD Slip - Pull & Weigh Dept 1000/Roll","3,000.00",ea,Warehouse Floor,,,,1,0,0,PS#10202,"Yellow 3 X 5"" HOLD Slip - Pull & Weigh Dept 1000/Roll",ea,"3,000.00",0.00,0.00,0.0,"3,000.00",0.00,0.00,0.00,0
461,PS#10203,"Orange 3 X 5"" HOLD Slip -Production Dept 1000/Roll","12,000.00",ea,Warehouse Floor,,,,1,0,0,PS#10203,"Orange 3 X 5"" HOLD Slip -Production Dept 1000/Roll",ea,"12,000.00",0.00,0.00,0.0,"12,000.00","3,000.00",0.00,0.00,0
462,PS#10204,"Green 3 X 5"" HOLD Slip - Packaging Dept 1000/Roll","5,000.00",ea,Warehouse Floor,,,,1,0,0,PS#10204,"Green 3 X 5"" HOLD Slip - Packaging Dept 1000/Roll",ea,"5,000.00",0.00,0.00,0.0,"5,000.00","3,000.00",0.00,0.00,0
463,PS#10205,"Blank Inventory Circle Labels - Fluorescent Green, 1""","2,000.00",ea,Warehouse Floor,,,,1,0,0,PS#10205,"Blank Inventory Circle Labels - Fluorescent Green, 1""",ea,"2,000.00",0.00,0.00,0.0,"2,000.00",0.00,0.00,0.00,0
464,PS#10209,38 x 58 2mil Clear Food Grade Bags,52.00,ea,Stock Bin # C39,,,,1,0,0,PS#10209,38 x 58 2mil Clear Food Grade Bags,ea,52.00,0.00,0.00,0.0,52.00,164.00,0.00,0.00,0
465,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),820.00,ea,Stock Bin # B17,"Lot#: P173144
",,"P173144
",1,0,0,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),ea,"4,616.00",0.00,0.00,0.0,"4,616.00",0.00,0.00,0.00,0
466,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),413.00,ea,Stock Bin # B17,"Lot#: 10465223
",,"10465223
",1,0,0,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),ea,"4,616.00",0.00,0.00,0.0,"4,616.00",0.00,0.00,0.00,0
467,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),410.00,ea,Stock Bin # B17,"Lot#: F162198
",,"F162198
",1,0,0,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),ea,"4,616.00",0.00,0.00,0.0,"4,616.00",0.00,0.00,0.00,0
468,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),"1,333.00",ea,Stock Bin # B17,"Lot#: 13616937
",,"13616937
",1,0,0,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),ea,"4,616.00",0.00,0.00,0.0,"4,616.00",0.00,0.00,0.00,0
469,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),"1,230.00",ea,Stock Bin # B17,"Lot#: F161811
",,"F161811
",1,0,0,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),ea,"4,616.00",0.00,0.00,0.0,"4,616.00",0.00,0.00,0.00,0
470,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),410.00,ea,Stock Bin # B17,"Lot#: F162097
",,"F162097
",1,0,0,PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),ea,"4,616.00",0.00,0.00,0.0,"4,616.00",0.00,0.00,0.00,0
471,PS#10211-ALPHA,150cc Blue PET Bottle 38-400 (Tall Skinny),"3,690.00",ea,Stock Bin # B15,"Lot#: U203256
",,"U203256
",1,0,0,PS#10211-ALPHA,150cc Blue PET Bottle 38-400 (Tall Skinny),ea,"4,189.00",0.00,0.00,0.0,"4,189.00",0.00,0.00,0.00,0
472,PS#10211-ALPHA,150cc Blue PET Bottle 38-400 (Tall Skinny),499.00,ea,Stock Bin # B15,"Lot#: U191407
",,"U191407
",1,0,0,PS#10211-ALPHA,150cc Blue PET Bottle 38-400 (Tall Skinny),ea,"4,189.00",0.00,0.00,0.0,"4,189.00",0.00,0.00,0.00,0
473,PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),200.00,ea,Stock Bin # B15,"Lot#: 8651672
",,"8651672
",1,0,0,PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),ea,"1,685.00",0.00,0.00,0.0,"1,685.00",0.00,0.00,0.00,0
474,PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),400.00,ea,Stock Bin # B15,"Lot#: 12631696
",,"12631696
",1,0,0,PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),ea,"1,685.00",0.00,0.00,0.0,"1,685.00",0.00,0.00,0.00,0
475,PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),855.00,ea,Stock Bin # B15,"Lot#: 12819403
",,"12819403
",1,0,0,PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),ea,"1,685.00",0.00,0.00,0.0,"1,685.00",0.00,0.00,0.00,0
476,PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),230.00,ea,Stock Bin # B15,"Lot#: 13329014
",,"13329014
",1,0,0,PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),ea,"1,685.00",0.00,0.00,0.0,"1,685.00",0.00,0.00,0.00,0
477,PS#10212,32oz Black PET Cannister 89-400,315.00,ea,Stock Bin # B9,"Lot#: CP3289B101819
",,"CP3289B101819
",1,0,0,PS#10212,32oz Black PET Cannister 89-400,ea,626.00,0.00,0.00,0.0,626.00,0.00,0.00,0.00,0
478,PS#10212,32oz Black PET Cannister 89-400,311.00,ea,Stock Bin # B9,"Lot#: CP3289BK012419
",,"CP3289BK012419
",1,0,0,PS#10212,32oz Black PET Cannister 89-400,ea,626.00,0.00,0.00,0.0,626.00,0.00,0.00,0.00,0
479,PS#10214,"45-400 Blue Ribbed, Pressure Sensitive 22 liner pantone color 286","4,595.00",ea,Stock Bin # C28,"Lot#: 201902519850
",,"201902519850
",1,0,0,PS#10214,"45-400 Blue Ribbed, Pressure Sensitive 22 liner pantone color 286",ea,"4,595.00",0.00,0.00,0.0,"4,595.00",0.00,0.00,0.00,0
480,PS#10215,"QC Rejected 2"" Circle labels - Red 500/roll","2,500.00",ea,Warehouse Floor,"Lot#: 07/16/2021
",,"07/16/2021
",1,0,0,PS#10215,"QC Rejected 2"" Circle labels - Red 500/roll",ea,"4,500.00",0.00,0.00,0.0,"4,500.00",0.00,0.00,0.00,0
481,PS#10215,"QC Rejected 2"" Circle labels - Red 500/roll","2,000.00",ea,Warehouse Floor,"Lot#: S-5914
",,"S-5914
",1,0,0,PS#10215,"QC Rejected 2"" Circle labels - Red 500/roll",ea,"4,500.00",0.00,0.00,0.0,"4,500.00",0.00,0.00,0.00,0
482,PS#10216,"QC Approval 2"" circle label - Green 500/roll",10.00,ea,Warehouse Floor,"Lot#: S-5913
",,"S-5913
",1,0,0,PS#10216,"QC Approval 2"" circle label - Green 500/roll",ea,50.00,0.00,0.00,0.0,50.00,0.00,0.00,0.00,0
483,PS#10216,"QC Approval 2"" circle label - Green 500/roll",30.00,ea,Warehouse Floor,"Lot#: 10216
",,"10216
",1,0,0,PS#10216,"QC Approval 2"" circle label - Green 500/roll",ea,50.00,0.00,0.00,0.0,50.00,0.00,0.00,0.00,0
484,PS#10216,"QC Approval 2"" circle label - Green 500/roll",10.00,ea,Warehouse Floor,"Lot#: 09/20/2021
",,"09/20/2021
",1,0,0,PS#10216,"QC Approval 2"" circle label - Green 500/roll",ea,50.00,0.00,0.00,0.0,50.00,0.00,0.00,0.00,0
485,PS#10217,18CC NATURAL LONG HANDLE SCOOP,"1,504.00",ea,Stock Bin # C32,"Lot#: 4329304
",,"4329304
",1,0,0,PS#10217,18CC NATURAL LONG HANDLE SCOOP,ea,"1,504.00",0.00,0.00,0.0,"1,504.00",0.00,0.00,0.00,0
486,PS#10218,.05 x 150 x 195 CLEAR W/VERT PERF,200.00,ea,Stock Bin # B32,"Lot#: 1
",,"1
",1,0,0,PS#10218,.05 x 150 x 195 CLEAR W/VERT PERF,ea,200.00,0.00,0.00,0.0,200.00,0.00,0.00,0.00,0
487,PS#10219,ALPHA - 225cc Cobalt Blue PET Bottle 45-400,100.00,ea,Stock Bin # C15,"Lot#: P194523
",,"P194523
",1,0,0,PS#10219,ALPHA - 225cc Cobalt Blue PET Bottle 45-400,ea,400.00,0.00,0.00,0.0,400.00,0.00,0.00,0.00,0
488,PS#10219,ALPHA - 225cc Cobalt Blue PET Bottle 45-400,300.00,ea,Stock Bin # C15,"Lot#: M161697
",,"M161697
",1,0,0,PS#10219,ALPHA - 225cc Cobalt Blue PET Bottle 45-400,ea,400.00,0.00,0.00,0.0,400.00,0.00,0.00,0.00,0
489,PS#10219-COMAR PX,225cc Cobalt Blue PET Bottle 45-400 335/cs,512.00,ea,Stock Bin # C15,"Lot#: 21665946
",,"21665946
",1,0,0,PS#10219-COMAR PX,225cc Cobalt Blue PET Bottle 45-400 335/cs,ea,512.00,0.00,0.00,0.0,512.00,0.00,0.00,0.00,0
490,PS#10220,COMAR-100cc Clear PET Bottle 38-400,"1,120.00",ea,Stock Bin # B11,"Lot#: 8362044
",,"8362044
",1,0,0,PS#10220,COMAR-100cc Clear PET Bottle 38-400,ea,"5,600.00",0.00,0.00,0.0,"5,600.00",0.00,0.00,0.00,0
491,PS#10220,COMAR-100cc Clear PET Bottle 38-400,"4,480.00",ea,Stock Bin # B11,"Lot#: 8589480
",,"8589480
",1,0,0,PS#10220,COMAR-100cc Clear PET Bottle 38-400,ea,"5,600.00",0.00,0.00,0.0,"5,600.00",0.00,0.00,0.00,0
492,PS#10222,38-400 CRC BLACK PICTORIAL (021) HS035 .020 FOAM PRINTED,"1,500.00",ea,Stock Bin # C24,"Lot#: 201901516127
",,"201901516127
",1,0,0,PS#10222,38-400 CRC BLACK PICTORIAL (021) HS035 .020 FOAM PRINTED,ea,"1,500.00",0.00,0.00,0.0,"1,500.00",0.00,0.00,0.00,0
493,PS#10223,400cc Black PET Bottle 45-400,100.00,ea,Stock Bin # C15,"Lot#: W014021
",,"W014021
",1,0,0,PS#10223,400cc Black PET Bottle 45-400,ea,100.00,0.00,0.00,0.0,100.00,0.00,0.00,0.00,0
494,PS#10224,.05 x 150 x 195 CLEAR Cutband,200.00,ea,Stock Bin # B32,"Lot#: 10224
",,"10224
",1,0,0,PS#10224,.05 x 150 x 195 CLEAR Cutband,ea,200.00,0.00,0.00,0.0,200.00,"15,000.00",0.00,0.00,0
495,PS#10227,PERFORMANCE - 250cc Cobalt Blue PET W/M RND 45/400,468.00,ea,Stock Bin # B3,"Lot#: 091619-250
",,"091619-250
",1,0,0,PS#10227,PERFORMANCE - 250cc Cobalt Blue PET W/M RND 45/400,ea,469.00,0.00,0.00,0.0,469.00,0.00,0.00,0.00,0
496,PS#10227,PERFORMANCE - 250cc Cobalt Blue PET W/M RND 45/400,1.00,ea,Stock Bin # B3,"Lot#: 050319-250
",,"050319-250
",1,0,0,PS#10227,PERFORMANCE - 250cc Cobalt Blue PET W/M RND 45/400,ea,469.00,0.00,0.00,0.0,469.00,0.00,0.00,0.00,0
497,PS#10227-ALPHA,250cc Cobalt Blue PET W/M RND 45/400 270/cse,"4,197.00",ea,Stock Bin # B3,"Lot#: U191374
",,"U191374
",1,0,0,PS#10227-ALPHA,250cc Cobalt Blue PET W/M RND 45/400 270/cse,ea,"4,197.00",0.00,0.00,0.0,"4,197.00",0.00,0.00,0.00,0
498,PS#10227-COMAR,250cc Cobalt Blue PET W/M RND 45/400,738.00,ea,Stock Bin # B3,"Lot#: 21558687
",,"21558687
",1,0,0,PS#10227-COMAR,250cc Cobalt Blue PET W/M RND 45/400,ea,"1,328.00",0.00,0.00,0.0,"1,328.00",0.00,0.00,0.00,0
499,PS#10227-COMAR,250cc Cobalt Blue PET W/M RND 45/400,590.00,ea,Stock Bin # B3,"Lot#: 11443526
",,"11443526
",1,0,0,PS#10227-COMAR,250cc Cobalt Blue PET W/M RND 45/400,ea,"1,328.00",0.00,0.00,0.0,"1,328.00",0.00,0.00,0.00,0
500,PS#10228,44oz White HDPE Canister 120-400,440.00,ea,Stock Bin # C1,"Lot#: 1
",,"1
",1,0,0,PS#10228,44oz White HDPE Canister 120-400,ea,440.00,0.00,0.00,0.0,440.00,0.00,0.00,0.00,0
501,PS#10230,COMAR - 150cc Clear PET Bottle 38-400,150.00,ea,Stock Bin # C3,"Lot#: 11433784
",,"11433784
",1,0,0,PS#10230,COMAR - 150cc Clear PET Bottle 38-400,ea,"1,698.00",0.00,0.00,0.0,"1,698.00",0.00,0.00,0.00,0
502,PS#10230,COMAR - 150cc Clear PET Bottle 38-400,"1,224.00",ea,Stock Bin # C3,"Lot#: 13616847
",,"13616847
",1,0,0,PS#10230,COMAR - 150cc Clear PET Bottle 38-400,ea,"1,698.00",0.00,0.00,0.0,"1,698.00",0.00,0.00,0.00,0
503,PS#10230,COMAR - 150cc Clear PET Bottle 38-400,324.00,ea,Stock Bin # C3,"Lot#: 9349801
",,"9349801
",1,0,0,PS#10230,COMAR - 150cc Clear PET Bottle 38-400,ea,"1,698.00",0.00,0.00,0.0,"1,698.00",0.00,0.00,0.00,0
504,PS#10230-ALPHA,150cc Clear PET Bottle 38-400,"1,170.00",ea,Stock Bin # C3,"Lot#: F201256
",,"F201256
",1,0,0,PS#10230-ALPHA,150cc Clear PET Bottle 38-400,ea,"1,170.00",0.00,0.00,0.0,"1,170.00",0.00,0.00,0.00,0
505,PS#10230-TIM,150cc Clear PET Bottle 38-400,643.00,ea,Stock Bin # C3,"Lot#: Y051569
",,"Y051569
",1,0,0,PS#10230-TIM,150cc Clear PET Bottle 38-400,ea,"1,844.00",0.00,0.00,0.0,"1,844.00",0.00,0.00,0.00,0
506,PS#10230-TIM,150cc Clear PET Bottle 38-400,"1,200.00",ea,Stock Bin # C3,"Lot#: Y011575
",,"Y011575
",1,0,0,PS#10230-TIM,150cc Clear PET Bottle 38-400,ea,"1,844.00",0.00,0.00,0.0,"1,844.00",0.00,0.00,0.00,0
507,PS#10231-ALPHA,300cc Blue PET 45/400 bottle,"1,660.00",ea,Stock Bin # B5,"Lot#: U205326
",,"U205326
",1,0,0,PS#10231-ALPHA,300cc Blue PET 45/400 bottle,ea,"1,660.00",0.00,0.00,0.0,"1,660.00",0.00,0.00,0.00,0
508,PS#10231-COMAR,300cc Blue PET 45/400 bottle (PZ),320.00,ea,Stock Bin # C19,"Lot#: 22741697
",,"22741697
",1,0,0,PS#10231-COMAR,300cc Blue PET 45/400 bottle (PZ),ea,"2,127.00",0.00,0.00,0.0,"2,127.00",0.00,0.00,0.00,0
509,PS#10231-COMAR,300cc Blue PET 45/400 bottle (PZ),575.00,ea,Stock Bin # B5,"Lot#: 22741697
",,"22741697
",1,0,0,PS#10231-COMAR,300cc Blue PET 45/400 bottle (PZ),ea,"2,127.00",0.00,0.00,0.0,"2,127.00",0.00,0.00,0.00,0
510,PS#10231-COMAR,300cc Blue PET 45/400 bottle (PZ),672.00,ea,Stock Bin # B5,"Lot#: 12986768
",,"12986768
",1,0,0,PS#10231-COMAR,300cc Blue PET 45/400 bottle (PZ),ea,"2,127.00",0.00,0.00,0.0,"2,127.00",0.00,0.00,0.00,0
511,PS#10231-TIM,300cc Blue PET 45/400,"1,200.00",ea,Stock Bin # B5,"Lot#: 5/14
",,"5/14
",1,0,0,PS#10231-TIM,300cc Blue PET 45/400,ea,"1,200.00",0.00,0.00,0.0,"1,200.00",0.00,0.00,0.00,0
512,PS#10234,".05x67x500M Roll Clear w/black print ""S4YP""",17.00,ea,Stock Bin # B30,"Lot#: 14369-A
",,"14369-A
",1,0,0,PS#10234,".05x67x500M Roll Clear w/black print ""S4YP""",ea,17.00,"33,000.00",0.00,0.0,0.00,0.00,0.00,"32,983.00",0
513,PS#10235,".05x77x500M Roll Clear w/black print ""S4YP""",12.00,ea,Stock Bin # B34,"Lot#: 10235
",,"10235
",1,0,0,PS#10235,".05x77x500M Roll Clear w/black print ""S4YP""",ea,18.00,0.00,0.00,0.0,18.00,0.00,0.00,0.00,0
514,PS#10235,".05x77x500M Roll Clear w/black print ""S4YP""",6.00,ea,Stock Bin # B34,"Lot#: 09-25-2021
",,"09-25-2021
",1,0,0,PS#10235,".05x77x500M Roll Clear w/black print ""S4YP""",ea,18.00,0.00,0.00,0.0,18.00,0.00,0.00,0.00,0
515,PS#10240,"ULINE ECONOMY LAB COAT WITH NO POCKETS - NAVY, 2XL",6.00,ea,Stock Bin # B36,"Lot#: S-15374W-3X
",,"S-15374W-3X
",1,0,0,PS#10240,"ULINE ECONOMY LAB COAT WITH NO POCKETS - NAVY, 2XL",ea,6.00,0.00,0.00,0.0,6.00,0.00,0.00,0.00,0
516,PS#10241,"ULINE TRASH CAN - 32 GALLON, YELLOW",1.00,ea,Warehouse Floor,"Lot#: 00
",,"00
",1,0,0,PS#10241,"ULINE TRASH CAN - 32 GALLON, YELLOW",ea,1.00,0.00,0.00,0.0,1.00,0.00,0.00,0.00,0
517,PS#10243,60oz White Wide Mouth HDPE 120mm Canister (1775cc),770.00,ea,Stock Bin # B1,"Lot#: B1582
",,"B1582
",1,0,0,PS#10243,60oz White Wide Mouth HDPE 120mm Canister (1775cc),ea,770.00,0.00,0.00,0.0,770.00,0.00,0.00,0.00,0
518,PS#10247,150cc Black PET Bottle 38-400 (PX-Short Style),510.00,ea,Stock Bin # C7,"Lot#: 8089454
",,"8089454
",1,0,0,PS#10247,150cc Black PET Bottle 38-400 (PX-Short Style),ea,"1,520.00",0.00,0.00,0.0,"1,520.00",0.00,0.00,0.00,0
519,PS#10247,150cc Black PET Bottle 38-400 (PX-Short Style),"1,010.00",ea,Stock Bin # C7,"Lot#: 46419
",,"46419
",1,0,0,PS#10247,150cc Black PET Bottle 38-400 (PX-Short Style),ea,"1,520.00",0.00,0.00,0.0,"1,520.00",0.00,0.00,0.00,0
520,PS#10250,"TRASH CAN - 32 GALLON, GRAY",1.00,ea,Warehouse Floor,"Lot#: 0
",,"0
",1,0,0,PS#10250,"TRASH CAN - 32 GALLON, GRAY",ea,1.00,0.00,0.00,0.0,1.00,0.00,0.00,0.00,0
521,PS#10252,COMAR - 300cc Dark Amber PET Bottle 45-400,672.00,ea,Stock Bin # B12,"Lot#: 5625728
",,"5625728
",1,0,0,PS#10252,COMAR - 300cc Dark Amber PET Bottle 45-400,ea,"1,872.00",0.00,0.00,0.0,"1,872.00",0.00,0.00,0.00,0
522,PS#10252,COMAR - 300cc Dark Amber PET Bottle 45-400,400.00,ea,Stock Bin # B12,"Lot#: 21698838
",,"21698838
",1,0,0,PS#10252,COMAR - 300cc Dark Amber PET Bottle 45-400,ea,"1,872.00",0.00,0.00,0.0,"1,872.00",0.00,0.00,0.00,0
