,part_number,description_x,qty,unit,location,tracking,expiration,lot,available_x,data_available,data_available_flag,part,description_y,uom,onhand,allocated,notavailable,dropship,available_y,onorder,committed,short,Commited_flag
717,R034,Spirulina Powder,19.475,kg,Stock Bin # E13,"ExpDate: 2023-06-30

Lot#: OSP1701
",2023-06-30,"OSP1701
",1,0,0,R034,Spirulina Powder,kg,21.975,5.94,0.00,0.0,16.035,0.00,0.00,0.00,0
718,R036,Methylsulfonylmethane (MSM 40 Mesh),700.00,kg,Stock Bin # E34,"ExpDate: 2025-05-15

Lot#: 20210516
",2025-05-15,"20210516
",1,0,0,R036,Methylsulfonylmethane (MSM 40 Mesh),kg,"3,220.93337","8,752.04848",0.00,0.0,0.00,"3,100.00","1,637.31707","5,531.11511",0
719,R037,Yucca Root Powder,10.707,kg,Stock Bin # E11,"ExpDate: 2023-12-30

Lot#: SBU-S070413
",2023-12-30,"SBU-S070413
",1,0,0,R037,Yucca Root Powder,kg,10.707,219.51321,0.00,0.0,0.00,0.00,0.00,208.80621,0
720,R038,Chondroitin Sulfate (Bovine),8.28,kg,Stock Bin # D34,"ExpDate: 2024-10-31

Lot#: NIGCSB-2110V296421
",2024-10-31,"NIGCSB-2110V296421
",1,0,0,R038,Chondroitin Sulfate (Bovine),kg,"3,611.74267","11,027.6686",199.88,0.0,0.00,"7,250.00","2,223.43516","7,615.80593",0
721,R038,Chondroitin Sulfate (Bovine),199.88,kg,Quarantine Powders/ Receiving,"ExpDate: 2024-11-30

Lot#: NIGCSB-2111V296021
",2024-11-30,"NIGCSB-2111V296021
",1,0,0,R038,Chondroitin Sulfate (Bovine),kg,"3,611.74267","11,027.6686",199.88,0.0,0.00,"7,250.00","2,223.43516","7,615.80593",0
722,R039,Garcinia Cambogia Extract 60%,8.037,kg,Stock Bin # D16,"ExpDate: 2022-01-31

Lot#: I-18054
",2022-01-31,"I-18054
",1,0,0,R039,Garcinia Cambogia Extract 60%,kg,8.037,0.00,0.00,0.0,8.037,0.00,0.00,0.00,0
723,R041,GABA (Gamma Aminobutyric Acid),10.57,kg,Stock Bin # E23,"ExpDate: 2022-07-04

Lot#: 010650-H2020080301
",2022-07-04,"010650-H2020080301
",1,0,0,R041,GABA (Gamma Aminobutyric Acid),kg,17.57,0.00,7.00,0.0,10.57,0.00,0.00,0.00,0
724,R042,Ashwagandha Root Extract (2.5% Withanolides),3.80,kg,Stock Bin # D22,"ExpDate: 2023-08-31

Lot#: NIGWS25-2008V4371517
",2023-08-31,NIGWS25-2008V4371517,1,0,0,R042,Ashwagandha Root Extract (2.5% Withanolides),kg,4.50,0.00,0.00,0.0,4.50,0.00,0.00,0.00,0
725,R042,Ashwagandha Root Extract (2.5% Withanolides),0.70,kg,Stock Bin # D22,"ExpDate: 2023-02-20

Lot#: NIGW525-1908V4371413
",2023-02-20,NIGW525-1908V4371413,1,0,0,R042,Ashwagandha Root Extract (2.5% Withanolides),kg,4.50,0.00,0.00,0.0,4.50,0.00,0.00,0.00,0
726,R044,L-Tyrosine,22.80,kg,Stock Bin # E2,"ExpDate: 2023-02-28

Lot#: CP3721030101
",2023-02-28,"CP3721030101
",1,0,0,R044,L-Tyrosine,kg,22.80,0.00,0.00,0.0,22.80,0.00,0.00,0.00,0
727,R045,L-Theanine,3.548,kg,Stock Bin # E6,"ExpDate: 2022-11-04

Lot#: 20201105
",2022-11-04,"20201105
",1,0,0,R045,L-Theanine,kg,3.548,100.00,0.00,0.0,0.00,0.00,0.00,96.452,0
728,R046,Vitamin B6 Pyridoxine HCl,10.65,kg,Stock Bin # E6,"ExpDate: 2023-09-21

Lot#: PH19092018
",2023-09-21,"PH19092018
",1,0,0,R046,Vitamin B6 Pyridoxine HCl,kg,32.0608,29.64733,0.00,0.0,2.41347,0.00,21.26056,0.00,0
729,R046,Vitamin B6 Pyridoxine HCl,0.149,kg,Stock Bin # E6,"ExpDate: 2023-12-20

Lot#: 05200407
",2023-12-20,"05200407
",1,0,0,R046,Vitamin B6 Pyridoxine HCl,kg,32.0608,29.64733,0.00,0.0,2.41347,0.00,21.26056,0.00,0
730,R047,Magnesium Citrate 16%,11.00,kg,Stock Bin # E27,"ExpDate: 2024-10-14

Lot#: T20211013
",2024-10-14,"T20211013
",1,0,0,R047,Magnesium Citrate 16%,kg,47.8125,54.0975,0.00,0.0,0.00,0.00,36.5625,6.285,0
731,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A15,"ExpDate: 2026-12-10

Lot#: 9051495
",2026-12-10,"9051495
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
732,R050,00 Vcaps Plus Clear Capsules,"1,050,000.00",ea,Stock Bin # A14,"ExpDate: 2026-12-10

Lot#: 9051477
",2026-12-10,"9051477
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
733,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A13,"ExpDate: 2026-12-10

Lot#: 9051495
",2026-12-10,"9051495
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
734,R050,00 Vcaps Plus Clear Capsules,"1,400,000.00",ea,Stock Bin # A12,"ExpDate: 2026-12-09

Lot#: 9051450
",2026-12-09,"9051450
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
735,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A11,"ExpDate: 2026-12-09

Lot#: 9051450
",2026-12-09,"9051450
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
736,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Warehouse Floor,"ExpDate: 2026-12-10

Lot#: 9051495
",2026-12-10,"9051495
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
737,R050,00 Vcaps Plus Clear Capsules,"700,000.00",ea,Stock Bin # A10,"ExpDate: 2026-11-27

Lot#: 9051339
",2026-11-27,"9051339
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
738,R050,00 Vcaps Plus Clear Capsules,"700,000.00",ea,Stock Bin # A10,"ExpDate: 2026-12-09

Lot#: 9051450
",2026-12-09,"9051450
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
739,R050,00 Vcaps Plus Clear Capsules,"1,400,000.00",ea,Stock Bin # A22,"ExpDate: 2026-12-10

Lot#: 9051477
",2026-12-10,"9051477
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
740,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A17,"ExpDate: 2026-11-28

Lot#: 9051504
",2026-11-28,"9051504
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
741,R050,00 Vcaps Plus Clear Capsules,"1,400,000.00",ea,Stock Bin # A18,"ExpDate: 2026-12-10

Lot#: 9051477
",2026-12-10,"9051477
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
742,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A9,"ExpDate: 2026-11-20

Lot#: 9051484
",2026-11-20,"9051484
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
743,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A7,"ExpDate: 2026-11-20

Lot#: 9051484
",2026-11-20,"9051484
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
744,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A33,"ExpDate: 2026-12-04

Lot#: 9051491
",2026-12-04,"9051491
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
745,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A25,"ExpDate: 2026-11-28

Lot#: 9051501
",2026-11-28,"9051501
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
746,R050,00 Vcaps Plus Clear Capsules,"1,050,000.00",ea,Stock Bin # A31,"ExpDate: 2026-12-04

Lot#: 9051491
",2026-12-04,"9051491
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
747,R050,00 Vcaps Plus Clear Capsules,"1,050,000.00",ea,Stock Bin # A31,"ExpDate: 2026-12-09

Lot#: 9051450
",2026-12-09,"9051450
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
748,R050,00 Vcaps Plus Clear Capsules,"1,400,000.00",ea,Stock Bin # A4,"ExpDate: 2026-11-27

Lot#: 9051339
",2026-11-27,"9051339
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
749,R050,00 Vcaps Plus Clear Capsules,"390,000.00",ea,Stock Bin # A30,"ExpDate: 2026-11-27

Lot#: 9051485
",2026-11-27,"9051485
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
750,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A3,"ExpDate: 2026-11-27

Lot#: 9051493
",2026-11-27,"9051493
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
751,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A29,"ExpDate: 2026-11-27

Lot#: 9051485
",2026-11-27,"9051485
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
752,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A27,"ExpDate: 2026-11-28

Lot#: 9051501
",2026-11-28,"9051501
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
753,R050,00 Vcaps Plus Clear Capsules,"1,400,000.00",ea,Stock Bin # A26,"ExpDate: 2026-12-10

Lot#: 9051477
",2026-12-10,"9051477
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
754,R050,00 Vcaps Plus Clear Capsules,"1,400,000.00",ea,Stock Bin # A16,"ExpDate: 2026-12-10

Lot#: 9051477
",2026-12-10,"9051477
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
755,R050,00 Vcaps Plus Clear Capsules,"1,400,000.00",ea,Stock Bin # A24,"ExpDate: 2026-12-10

Lot#: 9051477
",2026-12-10,"9051477
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
756,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A23,"ExpDate: 2026-11-28

Lot#: 9051501
",2026-11-28,"9051501
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
757,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A21,"ExpDate: 2026-11-28

Lot#: 9051504
",2026-11-28,"9051504
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
758,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A19,"ExpDate: 2026-11-28

Lot#: 9051504
",2026-11-28,"9051504
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
759,R050,00 Vcaps Plus Clear Capsules,"1,400,000.00",ea,Stock Bin # A20,"ExpDate: 2026-12-10

Lot#: 9051477
",2026-12-10,"9051477
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
760,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A5,"ExpDate: 2026-11-28

Lot#: 9051398
",2026-11-28,"9051398
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
761,R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A1,"ExpDate: 2026-12-09

Lot#: 9051450
",2026-12-09,"9051450
",1,0,0,R050,00 Vcaps Plus Clear Capsules,ea,"91,613,940.00","8,186,428.00",0.00,0.0,"83,427,512.00","264,600,000.00","19,210,889.00",0.00,0
762,R052,White Willow Bark Extract 15%,16.80,kg,Stock Bin # E18,"ExpDate: 2023-05-07

Lot#: WW20050815
",2023-05-07,"WW20050815
",1,0,0,R052,White Willow Bark Extract 15%,kg,58.725,41.925,0.00,0.0,16.80,0.00,41.925,0.00,0
763,R053,Hyaluronic Acid (Sodium Hyaluronate),40.00,kg,Stock Bin # D9,"ExpDate: 2023-01-17

Lot#: 2021012505
",2023-01-17,"2021012505
",1,0,0,R053,Hyaluronic Acid (Sodium Hyaluronate),kg,133.404,215.45409,0.00,0.0,0.00,0.00,40.654,82.05009,0
764,R053,Hyaluronic Acid (Sodium Hyaluronate),20.00,kg,Stock Bin # D9,"ExpDate: 2023-01-24

Lot#: 2021020702
",2023-01-24,"2021020702
",1,0,0,R053,Hyaluronic Acid (Sodium Hyaluronate),kg,133.404,215.45409,0.00,0.0,0.00,0.00,40.654,82.05009,0
765,R054,Bromelain 2400 GDU / g,16.00,kg,Quarantine Powders/ Receiving,"ExpDate: 2023-02-27

Lot#: 20210227
",2023-02-27,"20210227
",1,0,0,R054,Bromelain 2400 GDU / g,kg,114.19,134.475,16.00,0.0,0.00,0.00,33.275,36.285,0
766,R054,Bromelain 2400 GDU / g,58.195,kg,Stock Bin # D31,"ExpDate: 2023-02-27

Lot#: 20210227
",2023-02-27,"20210227
",1,0,0,R054,Bromelain 2400 GDU / g,kg,114.19,134.475,16.00,0.0,0.00,0.00,33.275,36.285,0
767,R054,Bromelain 2400 GDU / g,6.72,kg,Stock Bin # D31,"ExpDate: 2022-11-30

Lot#: BO1/03LB/20
",2022-11-30,"BO1/03LB/20
",1,0,0,R054,Bromelain 2400 GDU / g,kg,114.19,134.475,16.00,0.0,0.00,0.00,33.275,36.285,0
768,R055,Boswellia Serrata 65%,4.75,kg,Stock Bin # D15,"ExpDate: 2024-06-08

Lot#: RXS-210609
",2024-06-08,"RXS-210609
",1,0,0,R055,Boswellia Serrata 65%,kg,451.973,906.75145,0.00,0.0,0.00,250.00,206.965,454.77845,0
769,R055,Boswellia Serrata 65%,100.00,kg,Stock Bin # D15,"ExpDate: 2024-01-29

Lot#: RXS-210130
",2024-01-29,"RXS-210130
",1,0,0,R055,Boswellia Serrata 65%,kg,451.973,906.75145,0.00,0.0,0.00,250.00,206.965,454.77845,0
770,R059,"Collagen Bovine Hydrolyzed (Type I, III) (Peptides)",18.50,kg,Stock Bin # D7,"ExpDate: 2022-05-03

Lot#: 20190504
",2022-05-03,"20190504
",1,0,0,R059,"Collagen Bovine Hydrolyzed (Type I, III) (Peptides)",kg,18.50,0.00,0.00,0.0,18.50,0.00,0.00,0.00,0
771,R062,Feverfew Extract 4:1,8.325,kg,Stock Bin # E16,"ExpDate: 2022-08-01

Lot#: TPE/20-01-007-B
",2022-08-01,"TPE/20-01-007-B
",1,0,0,R062,Feverfew Extract 4:1,kg,8.325,0.00,0.00,0.0,8.325,0.00,0.00,0.00,0
772,R063,Isopropyl Alcohol,110.00,gal,Warehouse Floor,"ExpDate: 2024-12-29

Lot#: 18AK509874
",2024-12-29,"18AK509874
",1,0,0,R063,Isopropyl Alcohol,gal,365.00,867.61805,0.00,0.0,0.00,0.00,0.00,502.61805,0
773,R063,Isopropyl Alcohol,20.00,gal,Stock Bin # A8,"ExpDate: 2024-12-29

Lot#: 18AK509874
",2024-12-29,"18AK509874
",1,0,0,R063,Isopropyl Alcohol,gal,365.00,867.61805,0.00,0.0,0.00,0.00,0.00,502.61805,0
774,R064,Povidone K30 (PVP),75.00,kg,Stock Bin # D9,"ExpDate: 2024-06-07

Lot#: YK001S210608A1P
",2024-06-07,"YK001S210608A1P
",1,0,0,R064,Povidone K30 (PVP),kg,351.864,649.7125,0.00,0.0,0.00,200.00,205.164,297.8485,0
775,R065,Vitamin B12 Pure Cyanocobalamin,0.806,kg,Stock Bin # A0,"ExpDate: 2026-05-27

Lot#: 012105050
",2026-05-27,"012105050
",1,0,0,R065,Vitamin B12 Pure Cyanocobalamin,kg,0.85,0.06059,0.00,0.0,0.78941,0.00,0.044,0.00,0
776,R066,Folic Acid (Folate) (pure),1.466,kg,Stock Bin # E5,"ExpDate: 2023-09-30

Lot#: FO1904-E1
",2023-09-30,"FO1904-E1
",1,0,0,R066,Folic Acid (Folate) (pure),kg,2.436,1.0224,0.75,0.0,0.6636,0.00,0.342,0.00,0
777,R067,Dandelion Root Extract 4:1,21.957,kg,Stock Bin # E14,"ExpDate: 2023-07-18

Lot#: 20200719
",2023-07-18,"20200719
",1,0,0,R067,Dandelion Root Extract 4:1,kg,22.465,0.00,0.508,0.0,21.957,0.00,0.00,0.00,0
778,R068,Lycopene 5%,10.383,kg,Stock Bin # E40,"ExpDate: 2023-04-13

Lot#: C3-0134-200414
",2023-04-13,"C3-0134-200414
",1,0,0,R068,Lycopene 5%,kg,47.64,37.16,4.419,0.0,6.061,0.00,24.20,0.00,0
779,R069,Choline Dl-Bitartrate,4.65,kg,Stock Bin # E26,"ExpDate: 2022-07-25

Lot#: 200200736
",2022-07-25,"200200736
",1,0,0,R069,Choline Dl-Bitartrate,kg,17.54,71.25746,0.00,0.0,0.00,0.00,0.55,53.71746,0
780,R069,Choline Dl-Bitartrate,12.34,kg,Stock Bin # E26,"ExpDate: 2022-03-30

Lot#: SBT-S060486
",2022-03-30,"SBT-S060486
",1,0,0,R069,Choline Dl-Bitartrate,kg,17.54,71.25746,0.00,0.0,0.00,0.00,0.55,53.71746,0
781,R070,PABA (Para-Aminobenzoic Acid),4.00,kg,Stock Bin # D6,"ExpDate: 2022-09-30

Lot#: SB20-H101643
",2022-09-30,"SB20-H101643
",1,0,0,R070,PABA (Para-Aminobenzoic Acid),kg,18.732,1.98,14.732,0.0,2.02,0.00,0.00,0.00,0
782,R071,Echinacea Angustifolia Herb Powder,21.00,kg,Stock Bin # E8,"ExpDate: 2022-07-01

Lot#: NIGEAHP-1907V058724
",2022-07-01,"NIGEAHP-1907V058724
",1,0,0,R071,Echinacea Angustifolia Herb Powder,kg,36.169,0.00,0.00,0.0,36.169,0.00,0.00,0.00,0
783,R071,Echinacea Angustifolia Herb Powder,15.169,kg,Stock Bin # E8,"ExpDate: 2022-06-09

Lot#: 92302-53
",2022-06-09,"92302-53
",1,0,0,R071,Echinacea Angustifolia Herb Powder,kg,36.169,0.00,0.00,0.0,36.169,0.00,0.00,0.00,0
784,R072,Alpha Lipoic Acid (ALA),12.302,kg,Stock Bin # D6,"ExpDate: 2023-06-23

Lot#: TA210636
",2023-06-23,"TA210636
",1,0,0,R072,Alpha Lipoic Acid (ALA),kg,19.2895,15.33917,0.00,0.0,3.95033,0.00,6.9875,0.00,0
785,R074,Boron Aminomin 5%,124.981,kg,Stock Bin # D20,"ExpDate: 2022-09-30

Lot#: 0001000394
",2022-09-30,"0001000394
",1,0,0,R074,Boron Aminomin 5%,kg,149.381,85.25,0.00,0.0,64.131,0.00,7.096,0.00,0
786,R075,Vanadium Aminomin 0.5%,0.877,kg,Expired D48,"ExpDate: 2021-11-01

Lot#: 546895
",2021-11-01,"546895
",1,0,0,R075,Vanadium Aminomin 0.5%,kg,0.877,0.00,0.877,0.0,0.00,0.00,0.00,0.00,0
787,R076,Iron (Ferrous) Fumarate,4.00,kg,Stock Bin # D2,"ExpDate: 2024-04-26

Lot#: 2021/136
",2024-04-26,"2021/136
",1,0,0,R076,Iron (Ferrous) Fumarate,kg,19.50,56.01956,0.00,0.0,0.00,0.00,0.00,36.51956,0
788,R076,Iron (Ferrous) Fumarate,15.50,kg,Stock Bin # D2,"ExpDate: 2023-06-30

Lot#: NIGFF-2006V589620
",2023-06-30,"NIGFF-2006V589620
",1,0,0,R076,Iron (Ferrous) Fumarate,kg,19.50,56.01956,0.00,0.0,0.00,0.00,0.00,36.51956,0
789,R077,Turmeric Extract 95% Curcuminoids - Synthetic,7.802,kg,Stock Bin # E15,"ExpDate: 2022-01-31

Lot#: SCE-1901112
",2022-01-31,"SCE-1901112
",1,0,0,R077,Turmeric Extract 95% Curcuminoids - Synthetic,kg,7.802,8.78164,0.00,0.0,0.00,0.00,0.00,0.97964,0
790,R078,0 Vcaps Plus White Capsules,"47,554.00",ea,Stock Bin # A28,"ExpDate: 2023-09-26

Lot#: V0C5C52-84209
",2023-09-26,"V0C5C52-84209
",1,0,0,R078,0 Vcaps Plus White Capsules,ea,"47,554.00",0.00,0.00,0.0,"47,554.00",0.00,0.00,0.00,0
791,R082,0 Gelatin Clear Capsules,"115,000.00",ea,Stock Bin # A28,"ExpDate: 2026-09-30

Lot#: 0051A051A-202113VN
",2026-09-30,"0051A051A-202113VN
",1,0,0,R082,0 Gelatin Clear Capsules,ea,"3,450,826.00","4,950,000.00",0.00,0.0,0.00,0.00,0.00,"1,499,174.00",0
792,R082,0 Gelatin Clear Capsules,"70,000.00",ea,Stock Bin # A28,"ExpDate: 2026-09-30

Lot#: 0051A051A-200823VN
",2026-09-30,"0051A051A-200823VN
",1,0,0,R082,0 Gelatin Clear Capsules,ea,"3,450,826.00","4,950,000.00",0.00,0.0,0.00,0.00,0.00,"1,499,174.00",0
793,R082,0 Gelatin Clear Capsules,"2,400,000.00",ea,Stock Bin # A32,"ExpDate: 2026-09-30

Lot#: C2100322000
",2026-09-30,"C2100322000
",1,0,0,R082,0 Gelatin Clear Capsules,ea,"3,450,826.00","4,950,000.00",0.00,0.0,0.00,0.00,0.00,"1,499,174.00",0
794,R082,0 Gelatin Clear Capsules,"800,000.00",ea,Stock Bin # A30,"ExpDate: 2026-09-30

Lot#: C2100321019
",2026-09-30,"C2100321019
",1,0,0,R082,0 Gelatin Clear Capsules,ea,"3,450,826.00","4,950,000.00",0.00,0.0,0.00,0.00,0.00,"1,499,174.00",0
795,R083,Turmeric Root Powder,4.30,kg,Stock Bin # E6,"ExpDate: 2024-05-01

Lot#: PEIPL/FGTP/00222
",2024-05-01,"PEIPL/FGTP/00222
",1,0,0,R083,Turmeric Root Powder,kg,14.30,0.00,0.00,0.0,14.30,0.00,0.00,0.00,0
796,R083,Turmeric Root Powder,10.00,kg,Stock Bin # E6,"ExpDate: 2025-05-12

Lot#: CP20200559
",2025-05-12,"CP20200559
",1,0,0,R083,Turmeric Root Powder,kg,14.30,0.00,0.00,0.0,14.30,0.00,0.00,0.00,0
797,R087,Oregon Grape Root Powder,0.159,kg,Stock Bin # E19,"ExpDate: 2022-03-01

Lot#: OGP/19-05-079
",2022-03-01,"OGP/19-05-079
",1,0,0,R087,Oregon Grape Root Powder,kg,0.159,0.00,0.00,0.0,0.159,0.00,0.00,0.00,0
798,R093,Garlic Extract 4:1,0.09,kg,Stock Bin # E20,"ExpDate: 2022-03-31

Lot#: SB19-H040521-4
",2022-03-31,"SB19-H040521-4
",1,0,0,R093,Garlic Extract 4:1,kg,0.09,0.00,0.00,0.0,0.09,0.00,0.00,0.00,0
799,R095,Zinc Oxide 80%,90.84,kg,Stock Bin # E21,"ExpDate: 2023-03-15

Lot#: 21B3M307C
",2023-03-15,"21B3M307C
",1,0,0,R095,Zinc Oxide 80%,kg,292.50318,311.6083,0.00,0.0,0.00,45.36,116.4115,19.10512,0
800,R097,Carrot Powder,0.564,kg,Stock Bin # D22,"ExpDate: 2022-12-30

Lot#: 20-03-045
",2022-12-30,"20-03-045
",1,0,0,R097,Carrot Powder,kg,0.564,0.00,0.00,0.0,0.564,0.00,0.00,0.00,0
801,R100,Cranberry Fruit Extract 4:1,13.607,kg,Stock Bin # E2,"ExpDate: 2024-07-31

Lot#: CB17010905
",2024-07-31,"CB17010905
",1,0,0,R100,Cranberry Fruit Extract 4:1,kg,13.607,0.00,0.00,0.0,13.607,0.00,0.00,0.00,0
802,R1001,00 Gelatin Lt Blue Op 0570 Body/Black Op 1975 Cap,"1,050,000.00",kg,Stock Bin # B29,"ExpDate: 2024-11-30

Lot#: 7167810
",2024-11-30,"7167810
",1,0,0,R1001,00 Gelatin Lt Blue Op 0570 Body/Black Op 1975 Cap,kg,"1,050,000.00",0.00,0.00,0.0,"1,050,000.00",0.00,0.00,0.00,0
803,R1002,Marigold Flower Powder (Conventional),6.21,kg,Stock Bin # E10,"ExpDate: 2023-04-23

Lot#: 18-03-080/0508-ER1140
",2023-04-23,18-03-080/0508-ER114,1,0,0,R1002,Marigold Flower Powder (Conventional),kg,18.41,0.00,0.00,0.0,18.41,0.00,0.00,0.00,0
804,R1002,Marigold Flower Powder (Conventional),12.20,kg,Stock Bin # E10,"ExpDate: 2023-03-01

Lot#: CO/18-03-080
",2023-03-01,"CO/18-03-080
",1,0,0,R1002,Marigold Flower Powder (Conventional),kg,18.41,0.00,0.00,0.0,18.41,0.00,0.00,0.00,0
805,R1007,Organic Siberian Eleutherococcus Root,28.628,kg,Stock Bin # A37,"ExpDate: 2022-09-15

Lot#: CCWJ-C-907831
",2022-09-15,"CCWJ-C-907831
",1,0,0,R1007,Organic Siberian Eleutherococcus Root,kg,28.628,0.00,0.00,0.0,28.628,0.00,0.00,0.00,0
